DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2005,10969912,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2006,11004716,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2007,11036008,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2008,11060937,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2009,11094745,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2010,11119289,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2011,11123392,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2012,11086406,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2013,11003615,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2014,10926807,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2015,10858018,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2016,10783748,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2017,10768193,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2018,10741165,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2019,10724599,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2020,10718565,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2021,10678632,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EL,2022,10459782,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2000,40470182,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2001,40665545,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2002,41035278,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2003,41827838,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2004,42547451,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2005,43296338,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2006,44009971,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2007,44784666,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2008,45668939,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2009,46239273,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2010,46486619,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2011,46667174,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2012,46818219,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2013,46727890,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2014,46512199,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2015,46449565,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2016,46440099,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2017,46528024,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2018,46658447,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2019,46937060,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2020,47332614,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2021,47398695,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,ES,2022,47432893,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2000,482761345,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2001,483945121,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2002,484657212,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2003,486386194,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2004,488250073,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2005,490287461,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2006,492124110,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2007,493987245,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2008,495985066,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2009,497780439,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2010,498867771,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2011,498674980,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2012,499771980,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2013,500900868,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2014,502988282,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2015,504294889,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2016,505991205,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2017,507224359,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2018,508376640,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2019,509017310,bep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2007,2020,510287293,ep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2000,428473834,be
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2001,429240746,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2002,429723142,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2003,431190184,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2004,432762039,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2005,434416272,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2006,435816236,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2007,437227496,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2008,438725386,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2009,440047892,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2010,440660421,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2011,439942305,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2012,440552661,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2013,441257711,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2014,442883888,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2015,443666812,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2016,444802830,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2017,445534430,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2018,446208557,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2019,446446444,bep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2020,447319916,ep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2021,447207489,ep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU27_2020,2022,446735291,bep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2000,487259080,be
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2001,488240527,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2002,488962706,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2003,490691578,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2004,492555798,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2005,494598322,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2006,496436597,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2007,498300775,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2008,500297033,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2009,502090235,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2010,503170618,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2011,502964837,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2012,504047964,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2013,505163008,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2014,507235091,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2015,508520205,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2016,510181874,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2017,511378572,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2018,512482133,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,EU28,2019,513093556,bep
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2000,5171302,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2001,5181115,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2002,5194901,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2003,5206295,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2004,5219732,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2005,5236611,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2006,5255580,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2007,5276955,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2008,5300484,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2009,5326314,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2010,5351427,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2011,5375276,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2012,5401267,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2013,5426674,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2014,5451270,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2015,5471753,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2016,5487308,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2017,5503297,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2018,5513130,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2019,5517919,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2020,5525292,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2021,5533793,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FI,2022,5548241,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2000,60545022,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2001,60979315,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2002,61424036,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2003,61864088,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2004,62292241,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2005,62772870,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2006,63229635,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2007,63645065,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2008,64007193,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2009,64350226,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2010,64658856,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2011,64978721,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2012,65276983,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2013,65600350,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2014,66165980,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2015,66458153,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2016,66638391,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2017,66809816,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2018,67026224,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2019,67177636,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2020,67320216,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2021,67656682,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FR,2022,67871925,p
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2000,58858198,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2001,59266572,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2002,59685899,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2003,60101841,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2004,60505421,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2005,60963264,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2006,61399733,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2007,61795238,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2008,62134866,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2009,62465709,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2010,62765235,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2011,63070344,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2012,63375971,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,FX,2013,63697865,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2000,4435200,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2001,4401400,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2002,4371500,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2003,4352600,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2004,4315200,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2005,4321500,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2006,4401292,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2007,4394702,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2008,4382070,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2009,4385429,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2010,4436391,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2011,4469250,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2012,4497617,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2014,4490498,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2015,3729500,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2016,3720400,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2017,3718200,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2018,3729633,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2019,3723464,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2020,3716858,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,GE,2021,3728573,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2000,4497735,e
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2001,4295406,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2002,4305494,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2003,4305384,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2004,4305725,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2005,4310861,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2006,4312487,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2007,4313530,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2008,4311967,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2009,4309796,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2010,4302847,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2011,4289857,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2012,4275984,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2013,4262140,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2014,4246809,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2015,4225316,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2016,4190669,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2017,4154213,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2018,4105493,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2019,4076246,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2020,4058165,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2021,4036355,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HR,2022,3862305,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2000,10221644,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2001,10200298,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2002,10174853,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2003,10142362,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2004,10116742,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2005,10097549,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2006,10076581,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2007,10066158,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2008,10045401,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2009,10030975,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2010,10014324,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2011,9985722,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2012,9931925,b
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2013,9908798,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2014,9877365,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2015,9855571,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2016,9830485,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2017,9797561,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2018,9778371,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2019,9772756,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2020,9769526,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2021,9730772,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,HU,2022,9689010,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2000,3777565,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2001,3832783,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2002,3899702,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2003,3964191,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2004,4028851,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2005,4111672,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2006,4208156,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2007,4340118,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2008,4457765,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2009,4521322,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2010,4549428,
ESTAT:DEMO_PJAN(1.0),22/02/23 11:00:00,A,NR,TOTAL,T,IE,2011,4570881,
